 net1            i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 0.00000000e+00  3.51712980e-07  2.24269307e-06  3.43716692e-01  1.14302437e+00  1.14302437e+00  2.59442039e-06  2.97902147e-10  2.27637635e-01  2.28064061e-01  3.49546468e-07  2.20459380e-06 
 1.00000000e+00  3.27855509e-07  2.26655026e-06  3.43724999e-01  1.14302344e+00  1.49768856e-07  2.59442010e-06  3.56138230e-10  2.27625877e-01  2.28066982e-01  3.25964196e-07  2.22786637e-06 
 0.00000000e+00  3.11279453e-07  2.28312616e-06  3.43730799e-01  1.14302625e+00  1.14302624e+00  2.59441995e-06  1.81385532e-10  2.27617441e-01  2.28068995e-01  3.09574984e-07  2.24403439e-06 
 1.00000000e+00  2.90756513e-07  2.30364876e-06  3.43739347e-01  1.14302531e+00  1.49776413e-07  2.59441961e-06  2.39648301e-10  2.27606667e-01  2.28071472e-01  2.89278443e-07  2.26405016e-06 
 0.00000000e+00  2.72441698e-07  2.32196323e-06  3.43747390e-01  1.14302531e+00  1.14302530e+00  2.59441926e-06  2.39637643e-10  2.27596729e-01  2.28073666e-01  2.71160726e-07  2.28191052e-06 
 1.00000000e+00  2.49629025e-07  2.34477560e-06  3.43756677e-01  1.14302437e+00  1.49772635e-07  2.59441896e-06  2.97894032e-10  2.27583891e-01  2.28076372e-01  2.48587023e-07  2.30415493e-06 
 0.00000000e+00  2.32565194e-07  2.36183910e-06  3.43764577e-01  1.14302531e+00  1.14302530e+00  2.59441861e-06  2.39660295e-10  2.27573932e-01  2.28078390e-01  2.31696973e-07  2.32079186e-06 
 1.00000000e+00  2.10824039e-07  2.38357990e-06  3.43774362e-01  1.14302437e+00  1.49772632e-07  2.59441826e-06  2.97901379e-10  2.27560767e-01  2.28080935e-01  2.10170889e-07  2.34198717e-06 
 0.00000000e+00  1.91484381e-07  2.40291920e-06  3.43783634e-01  1.14302437e+00  1.14302437e+00  2.59441790e-06  2.97911602e-10  2.27548568e-01  2.28083181e-01  1.91016376e-07  2.36083922e-06 
 1.00000000e+00  1.67020299e-07  2.42738282e-06  3.43794380e-01  1.14302344e+00  1.49768854e-07  2.59441746e-06  3.56155994e-10  2.27532428e-01  2.28085997e-01  1.66777685e-07  2.38468388e-06 
 0.00000000e+00  1.50905745e-07  2.44349711e-06  3.43802839e-01  1.14302531e+00  1.14302530e+00  2.59441718e-06  2.39655910e-10  2.27521326e-01  2.28087845e-01  1.50806141e-07  2.40038881e-06 
 1.00000000e+00  1.29605011e-07  2.46479750e-06  3.43813951e-01  1.14302437e+00  1.49772637e-07  2.59441682e-06  2.97902147e-10  2.27506015e-01  2.28090265e-01  1.29687432e-07  2.42114612e-06 
 0.00000000e+00  1.11041946e-07  2.48336008e-06  3.43824520e-01  1.14302437e+00  1.14302437e+00  2.59441635e-06  2.97909239e-10  2.27492040e-01  2.28092362e-01  1.11276242e-07  2.43923359e-06 
