 v-sweep         i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 8.41000000e-01  2.56715256e-06  2.65707295e-08  3.61713362e-01  1.14302924e+00  2.09654219e-09  2.59373824e-06 -4.92341235e-12  2.37871671e-01  2.37173434e-01  2.51647787e-06  2.69980447e-08 
 8.42000000e-01  2.56715246e-06  2.65707197e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93430020e-12  2.37871670e-01  2.37173434e-01  2.51648362e-06  2.69997660e-08 
 8.43000000e-01  2.56715248e-06  2.65707339e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.92550106e-12  2.37871671e-01  2.37173433e-01  2.51648947e-06  2.70014819e-08 
 8.44000000e-01  2.56715248e-06  2.65707284e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.92942721e-12  2.37871672e-01  2.37173434e-01  2.51649525e-06  2.70032068e-08 
 8.45000000e-01  2.56715251e-06  2.65707187e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93032711e-12  2.37871672e-01  2.37173435e-01  2.51650112e-06  2.70049583e-08 
 8.46000000e-01  2.56715244e-06  2.65707363e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93397957e-12  2.37871670e-01  2.37173432e-01  2.51650684e-06  2.70065978e-08 
 8.47000000e-01  2.56715244e-06  2.65707243e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92960174e-12  2.37871671e-01  2.37173434e-01  2.51651270e-06  2.70083209e-08 
 8.48000000e-01  2.56715246e-06  2.65707499e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93136949e-12  2.37871672e-01  2.37173433e-01  2.51651854e-06  2.70100688e-08 
 8.49000000e-01  2.56715240e-06  2.65707303e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.93296840e-12  2.37871670e-01  2.37173433e-01  2.51652424e-06  2.70118115e-08 
 8.50000000e-01  2.56715245e-06  2.65707413e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93304013e-12  2.37871671e-01  2.37173435e-01  2.51653008e-06  2.70135558e-08 
 8.51000000e-01  2.56715250e-06  2.65707293e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93497092e-12  2.37871672e-01  2.37173435e-01  2.51653601e-06  2.70151528e-08 
 8.52000000e-01  2.56715242e-06  2.65707401e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.92826795e-12  2.37871669e-01  2.37173431e-01  2.51654171e-06  2.70169220e-08 
 8.53000000e-01  2.56715239e-06  2.65707092e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92910388e-12  2.37871671e-01  2.37173435e-01  2.51654750e-06  2.70185776e-08 
 8.54000000e-01  2.56715250e-06  2.65707200e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.93314642e-12  2.37871672e-01  2.37173436e-01  2.51655341e-06  2.70203344e-08 
 8.55000000e-01  2.56715242e-06  2.65707296e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.94083042e-12  2.37871670e-01  2.37173433e-01  2.51655911e-06  2.70220752e-08 
 8.56000000e-01  2.56715254e-06  2.65707444e-08  3.61713364e-01  1.14302924e+00  2.09654219e-09  2.59373821e-06 -4.92846017e-12  2.37871673e-01  2.37173434e-01  2.51656504e-06  2.70237788e-08 
 8.57000000e-01  2.56715242e-06  2.65707070e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93303024e-12  2.37871669e-01  2.37173433e-01  2.51657077e-06  2.70254805e-08 
 8.58000000e-01  2.56715244e-06  2.65707182e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93290238e-12  2.37871669e-01  2.37173433e-01  2.51657653e-06  2.70272160e-08 
 8.59000000e-01  2.56715239e-06  2.65707427e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93094878e-12  2.37871671e-01  2.37173433e-01  2.51658232e-06  2.70289373e-08 
 8.60000000e-01  2.56715246e-06  2.65707158e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.94038987e-12  2.37871671e-01  2.37173435e-01  2.51658819e-06  2.70306444e-08 
 8.61000000e-01  2.56715241e-06  2.65707553e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92600889e-12  2.37871670e-01  2.37173433e-01  2.51659392e-06  2.70324065e-08 
 8.62000000e-01  2.56715241e-06  2.65707300e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92285928e-12  2.37871669e-01  2.37173432e-01  2.51659971e-06  2.70340923e-08 
 8.63000000e-01  2.56715238e-06  2.65707451e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.93229587e-12  2.37871670e-01  2.37173432e-01  2.51660546e-06  2.70358775e-08 
 8.64000000e-01  2.56715235e-06  2.65707431e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.93029420e-12  2.37871671e-01  2.37173432e-01  2.51661128e-06  2.70376024e-08 
 8.65000000e-01  2.56715247e-06  2.65707322e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93227924e-12  2.37871672e-01  2.37173434e-01  2.51661718e-06  2.70392650e-08 
 8.66000000e-01  2.56715246e-06  2.65707254e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92446814e-12  2.37871670e-01  2.37173432e-01  2.51662296e-06  2.70410165e-08 
 8.67000000e-01  2.56715248e-06  2.65707477e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.92953950e-12  2.37871671e-01  2.37173432e-01  2.51662879e-06  2.70427467e-08 
 8.68000000e-01  2.56715240e-06  2.65706987e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93003872e-12  2.37871670e-01  2.37173435e-01  2.51663450e-06  2.70444112e-08 
 8.69000000e-01  2.56715243e-06  2.65707270e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92748928e-12  2.37871671e-01  2.37173434e-01  2.51664034e-06  2.70461928e-08 
 8.70000000e-01  2.56715236e-06  2.65707284e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.93892042e-12  2.37871671e-01  2.37173434e-01  2.51664607e-06  2.70479230e-08 
 8.71000000e-01  2.56715251e-06  2.65707254e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.92051320e-12  2.37871673e-01  2.37173436e-01  2.51665201e-06  2.70496354e-08 
 8.72000000e-01  2.56715240e-06  2.65707178e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.93491517e-12  2.37871671e-01  2.37173434e-01  2.51665775e-06  2.70513336e-08 
 8.73000000e-01  2.56715239e-06  2.65707169e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373805e-06 -4.92568971e-12  2.37871671e-01  2.37173434e-01  2.51666344e-06  2.70530727e-08 
 8.74000000e-01  2.56715242e-06  2.65707406e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92772705e-12  2.37871673e-01  2.37173434e-01  2.51666930e-06  2.70548579e-08 
 8.75000000e-01  2.56715243e-06  2.65707307e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93435283e-12  2.37871672e-01  2.37173434e-01  2.51667512e-06  2.70565792e-08 
 8.76000000e-01  2.56715247e-06  2.65707427e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.92590537e-12  2.37871673e-01  2.37173435e-01  2.51668092e-06  2.70583289e-08 
 8.77000000e-01  2.56715238e-06  2.65707486e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.93239303e-12  2.37871674e-01  2.37173435e-01  2.51668666e-06  2.70600768e-08 
 8.78000000e-01  2.56715249e-06  2.65707321e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.92557434e-12  2.37871672e-01  2.37173435e-01  2.51669249e-06  2.70617342e-08 
 8.79000000e-01  2.56715244e-06  2.65707223e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93406158e-12  2.37871670e-01  2.37173434e-01  2.51669831e-06  2.70634946e-08 
 8.80000000e-01  2.56715241e-06  2.65707404e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92741691e-12  2.37871670e-01  2.37173433e-01  2.51670408e-06  2.70652638e-08 
 8.81000000e-01  2.56715237e-06  2.65707211e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.92823868e-12  2.37871672e-01  2.37173434e-01  2.51670980e-06  2.70669194e-08 
 8.82000000e-01  2.56715244e-06  2.65707564e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.92559223e-12  2.37871672e-01  2.37173434e-01  2.51671568e-06  2.70687561e-08 
 8.83000000e-01  2.56715242e-06  2.65707120e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93565239e-12  2.37871670e-01  2.37173435e-01  2.51672148e-06  2.70703371e-08 
 8.84000000e-01  2.56715239e-06  2.65707545e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92642247e-12  2.37871672e-01  2.37173433e-01  2.51672726e-06  2.70722396e-08 
 8.85000000e-01  2.56715240e-06  2.65707440e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93154251e-12  2.37871669e-01  2.37173431e-01  2.51673304e-06  2.70739733e-08 
 8.86000000e-01  2.56715249e-06  2.65707247e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93536816e-12  2.37871672e-01  2.37173434e-01  2.51673889e-06  2.70756235e-08 
 8.87000000e-01  2.56715240e-06  2.65707596e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92815415e-12  2.37871671e-01  2.37173432e-01  2.51674459e-06  2.70774354e-08 
 8.88000000e-01  2.56715243e-06  2.65707386e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.92616509e-12  2.37871673e-01  2.37173435e-01  2.51675044e-06  2.70791709e-08 
 8.89000000e-01  2.56715240e-06  2.65707696e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.94088906e-12  2.37871672e-01  2.37173432e-01  2.51675617e-06  2.70809544e-08 
 8.90000000e-01  2.56715257e-06  2.65707278e-08  3.61713367e-01  1.14302924e+00  2.09654219e-09  2.59373823e-06 -4.93431628e-12  2.37871674e-01  2.37173437e-01  2.51676213e-06  2.70825975e-08 
 8.91000000e-01  2.56715240e-06  2.65707575e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93022683e-12  2.37871672e-01  2.37173434e-01  2.51676772e-06  2.70843774e-08 
 8.92000000e-01  2.56715245e-06  2.65707355e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93455675e-12  2.37871673e-01  2.37173434e-01  2.51677360e-06  2.70861200e-08 
 8.93000000e-01  2.56715245e-06  2.65707198e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.92883090e-12  2.37871671e-01  2.37173436e-01  2.51677940e-06  2.70878182e-08 
 8.94000000e-01  2.56715240e-06  2.65707402e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.94214046e-12  2.37871673e-01  2.37173434e-01  2.51678506e-06  2.70896052e-08 
 8.95000000e-01  2.56715241e-06  2.65707376e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93945216e-12  2.37871674e-01  2.37173435e-01  2.51679091e-06  2.70913603e-08 
 8.96000000e-01  2.56715242e-06  2.65707437e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92910723e-12  2.37871672e-01  2.37173433e-01  2.51679670e-06  2.70931118e-08 
 8.97000000e-01  2.56715241e-06  2.65707143e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92638291e-12  2.37871670e-01  2.37173434e-01  2.51680250e-06  2.70947940e-08 
 8.98000000e-01  2.56715244e-06  2.65707508e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93195073e-12  2.37871670e-01  2.37173432e-01  2.51680831e-06  2.70966503e-08 
 8.99000000e-01  2.56715239e-06  2.65707570e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92553163e-12  2.37871671e-01  2.37173431e-01  2.51681405e-06  2.70983413e-08 
 9.00000000e-01  2.56715243e-06  2.65707206e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93755480e-12  2.37871672e-01  2.37173435e-01  2.51681988e-06  2.71000360e-08 
 9.01000000e-01  2.56715249e-06  2.65707197e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93616852e-12  2.37871672e-01  2.37173435e-01  2.51682571e-06  2.71018212e-08 
 9.02000000e-01  2.56715246e-06  2.65707104e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93213657e-12  2.37871670e-01  2.37173435e-01  2.51683152e-06  2.71034928e-08 
 9.03000000e-01  2.56715246e-06  2.65707537e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93336614e-12  2.37871669e-01  2.37173433e-01  2.51683732e-06  2.71053846e-08 
 9.04000000e-01  2.56715252e-06  2.65707198e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.92932498e-12  2.37871670e-01  2.37173434e-01  2.51684311e-06  2.71070419e-08 
 9.05000000e-01  2.56715240e-06  2.65707209e-08  3.61713345e-01  1.14302924e+00  2.09654219e-09  2.59373805e-06 -4.93130268e-12  2.37871668e-01  2.37173432e-01  2.51684876e-06  2.71088094e-08 
 9.06000000e-01  2.56715245e-06  2.65707578e-08  3.61713362e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93543259e-12  2.37871674e-01  2.37173435e-01  2.51685462e-06  2.71106124e-08 
 9.07000000e-01  2.56715245e-06  2.65707277e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93003526e-12  2.37871671e-01  2.37173434e-01  2.51686035e-06  2.71123355e-08 
 9.08000000e-01  2.56715246e-06  2.65707568e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93647711e-12  2.37871672e-01  2.37173434e-01  2.51686616e-06  2.71141687e-08 
 9.09000000e-01  2.56715238e-06  2.65707387e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.92826597e-12  2.37871671e-01  2.37173434e-01  2.51687188e-06  2.71158651e-08 
 9.10000000e-01  2.56715242e-06  2.65707526e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.94010725e-12  2.37871670e-01  2.37173433e-01  2.51687768e-06  2.71176699e-08 
 9.11000000e-01  2.56715248e-06  2.65707407e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.94700318e-12  2.37871671e-01  2.37173434e-01  2.51688358e-06  2.71194143e-08 
 9.12000000e-01  2.56715245e-06  2.65707359e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93621895e-12  2.37871670e-01  2.37173433e-01  2.51688936e-06  2.71211480e-08 
 9.13000000e-01  2.56715248e-06  2.65707384e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.93983704e-12  2.37871673e-01  2.37173435e-01  2.51689511e-06  2.71229084e-08 
 9.14000000e-01  2.56715242e-06  2.65707149e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93929877e-12  2.37871671e-01  2.37173435e-01  2.51690083e-06  2.71246137e-08 
 9.15000000e-01  2.56715249e-06  2.65707413e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.93802235e-12  2.37871672e-01  2.37173435e-01  2.51690665e-06  2.71264486e-08 
 9.16000000e-01  2.56715245e-06  2.65707193e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93964907e-12  2.37871671e-01  2.37173434e-01  2.51691242e-06  2.71281593e-08 
 9.17000000e-01  2.56715237e-06  2.65707858e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92870620e-12  2.37871672e-01  2.37173432e-01  2.51691813e-06  2.71299907e-08 
 9.18000000e-01  2.56715249e-06  2.65707342e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93641102e-12  2.37871672e-01  2.37173435e-01  2.51692399e-06  2.71317280e-08 
 9.19000000e-01  2.56715250e-06  2.65707255e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93072410e-12  2.37871670e-01  2.37173431e-01  2.51692979e-06  2.71334279e-08 
 9.20000000e-01  2.56715244e-06  2.65707161e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92700412e-12  2.37871669e-01  2.37173433e-01  2.51693560e-06  2.71352576e-08 
 9.21000000e-01  2.56715247e-06  2.65707498e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.93091805e-12  2.37871670e-01  2.37173432e-01  2.51694133e-06  2.71370553e-08 
 9.22000000e-01  2.56715245e-06  2.65707287e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93564927e-12  2.37871670e-01  2.37173433e-01  2.51694709e-06  2.71387446e-08 
 9.23000000e-01  2.56715241e-06  2.65707517e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92990409e-12  2.37871670e-01  2.37173433e-01  2.51695280e-06  2.71405476e-08 
 9.24000000e-01  2.56715243e-06  2.65707383e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93638918e-12  2.37871671e-01  2.37173433e-01  2.51695861e-06  2.71423186e-08 
 9.25000000e-01  2.56715247e-06  2.65707446e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93006683e-12  2.37871671e-01  2.37173434e-01  2.51696446e-06  2.71441305e-08 
 9.26000000e-01  2.56715241e-06  2.65707191e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93256974e-12  2.37871670e-01  2.37173433e-01  2.51697015e-06  2.71458394e-08 
 9.27000000e-01  2.56715243e-06  2.65707414e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93372995e-12  2.37871673e-01  2.37173435e-01  2.51697589e-06  2.71476264e-08 
 9.28000000e-01  2.56715240e-06  2.65707302e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93689119e-12  2.37871671e-01  2.37173434e-01  2.51698175e-06  2.71494081e-08 
 9.29000000e-01  2.56715244e-06  2.65707165e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93559906e-12  2.37871670e-01  2.37173434e-01  2.51698751e-06  2.71511489e-08 
 9.30000000e-01  2.56715246e-06  2.65707441e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93827862e-12  2.37871670e-01  2.37173432e-01  2.51699338e-06  2.71529892e-08 
 9.31000000e-01  2.56715240e-06  2.65707330e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.94025726e-12  2.37871673e-01  2.37173435e-01  2.51699907e-06  2.71546661e-08 
 9.32000000e-01  2.56715241e-06  2.65707308e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.92557962e-12  2.37871672e-01  2.37173433e-01  2.51700488e-06  2.71564815e-08 
 9.33000000e-01  2.56715251e-06  2.65707356e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.91938518e-12  2.37871672e-01  2.37173435e-01  2.51701072e-06  2.71582508e-08 
 9.34000000e-01  2.56715241e-06  2.65707264e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93315026e-12  2.37871669e-01  2.37173431e-01  2.51701641e-06  2.71600236e-08 
 9.35000000e-01  2.56715252e-06  2.65707209e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.92892628e-12  2.37871672e-01  2.37173436e-01  2.51702232e-06  2.71617679e-08 
 9.36000000e-01  2.56715245e-06  2.65707569e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93839504e-12  2.37871672e-01  2.37173434e-01  2.51702800e-06  2.71636686e-08 
 9.37000000e-01  2.56715239e-06  2.65707374e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93743960e-12  2.37871671e-01  2.37173432e-01  2.51703369e-06  2.71654130e-08 
 9.38000000e-01  2.56715240e-06  2.65707338e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92966120e-12  2.37871673e-01  2.37173435e-01  2.51703951e-06  2.71671254e-08 
 9.39000000e-01  2.56715243e-06  2.65707362e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.94487424e-12  2.37871671e-01  2.37173433e-01  2.51704529e-06  2.71689196e-08 
 9.40000000e-01  2.56715243e-06  2.65707262e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92646966e-12  2.37871670e-01  2.37173434e-01  2.51705108e-06  2.71707457e-08 
 9.41000000e-01  2.56715247e-06  2.65707406e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93518189e-12  2.37871673e-01  2.37173434e-01  2.51705686e-06  2.71724900e-08 
 9.42000000e-01  2.56715241e-06  2.65707236e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93825610e-12  2.37871669e-01  2.37173433e-01  2.51706263e-06  2.71742984e-08 
 9.43000000e-01  2.56715242e-06  2.65706996e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92369435e-12  2.37871671e-01  2.37173435e-01  2.51706840e-06  2.71760179e-08 
 9.44000000e-01  2.56715246e-06  2.65707512e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92791989e-12  2.37871672e-01  2.37173435e-01  2.51707422e-06  2.71778546e-08 
 9.45000000e-01  2.56715243e-06  2.65707552e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93854471e-12  2.37871670e-01  2.37173431e-01  2.51707997e-06  2.71796665e-08 
 9.46000000e-01  2.56715246e-06  2.65707065e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.92803142e-12  2.37871671e-01  2.37173436e-01  2.51708579e-06  2.71813896e-08 
 9.47000000e-01  2.56715243e-06  2.65707328e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.94298753e-12  2.37871671e-01  2.37173434e-01  2.51709149e-06  2.71831944e-08 
 9.48000000e-01  2.56715247e-06  2.65707375e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93793912e-12  2.37871672e-01  2.37173434e-01  2.51709729e-06  2.71850240e-08 
 9.49000000e-01  2.56715241e-06  2.65707283e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92641324e-12  2.37871671e-01  2.37173434e-01  2.51710305e-06  2.71868394e-08 
 9.50000000e-01  2.56715250e-06  2.65707262e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.92158885e-12  2.37871670e-01  2.37173434e-01  2.51710892e-06  2.71885412e-08 
 9.51000000e-01  2.56715247e-06  2.65707244e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92833712e-12  2.37871670e-01  2.37173434e-01  2.51711470e-06  2.71903247e-08 
 9.52000000e-01  2.56715248e-06  2.65707295e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93313477e-12  2.37871672e-01  2.37173435e-01  2.51712041e-06  2.71921898e-08 
 9.53000000e-01  2.56715242e-06  2.65707097e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92627426e-12  2.37871672e-01  2.37173435e-01  2.51712623e-06  2.71939129e-08 
 9.54000000e-01  2.56715248e-06  2.65707617e-08  3.61713364e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93615268e-12  2.37871674e-01  2.37173434e-01  2.51713202e-06  2.71958314e-08 
 9.55000000e-01  2.56715242e-06  2.65707320e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93395322e-12  2.37871669e-01  2.37173433e-01  2.51713777e-06  2.71975829e-08 
 9.56000000e-01  2.56715242e-06  2.65707620e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92576737e-12  2.37871672e-01  2.37173434e-01  2.51714350e-06  2.71994018e-08 
 9.57000000e-01  2.56715241e-06  2.65707481e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93373631e-12  2.37871671e-01  2.37173433e-01  2.51714929e-06  2.72011746e-08 
 9.58000000e-01  2.56715242e-06  2.65707488e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.92613253e-12  2.37871672e-01  2.37173433e-01  2.51715502e-06  2.72029652e-08 
 9.59000000e-01  2.56715245e-06  2.65707458e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92764924e-12  2.37871670e-01  2.37173431e-01  2.51716083e-06  2.72047131e-08 
 9.60000000e-01  2.56715247e-06  2.65707251e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93266901e-12  2.37871673e-01  2.37173436e-01  2.51716657e-06  2.72065321e-08 
 9.61000000e-01  2.56715246e-06  2.65707287e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93310462e-12  2.37871669e-01  2.37173432e-01  2.51717236e-06  2.72083263e-08 
 9.62000000e-01  2.56715242e-06  2.65707375e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92979983e-12  2.37871672e-01  2.37173434e-01  2.51717812e-06  2.72101488e-08 
 9.63000000e-01  2.56715243e-06  2.65707419e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93756809e-12  2.37871671e-01  2.37173434e-01  2.51718396e-06  2.72120282e-08 
 9.64000000e-01  2.56715245e-06  2.65707294e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.94067935e-12  2.37871672e-01  2.37173434e-01  2.51718973e-06  2.72137335e-08 
 9.65000000e-01  2.56715235e-06  2.65707324e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373803e-06 -4.94615260e-12  2.37871673e-01  2.37173434e-01  2.51719539e-06  2.72155667e-08 
